,phraseNumber,speaker,emotion,transcript
1593,68,KD0,surprised,Zamek w Malborku jest jednym z najpiękniejszych w Polsce
1594,69,KD0,surprised,Przez most na rzece można szybko dotrzeć do miasta.
1595,7,KD0,surprised,Życie jest pełne niespodzianek.
1596,70,KD0,surprised,Człowiek zaczyna umierać już w momencie narodzin.
1597,71,KD0,surprised,Baza wojskowa jest strategicznym punktem dla armii
1598,72,KD0,surprised,Bastion był kiedyś ważnym elementem obrony miasta.
1599,73,KD0,surprised,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.
1600,74,KD0,surprised,Ta liczba wydaje się być błędna. Sprawdź jeszcze raz.
1601,75,KD0,surprised,Moja teściowa czasem przyjeżdża do nas w weekend.
1602,76,KD0,surprised,Woda jest podstawowym składnikiem życia na Ziemi.
1603,77,KD0,surprised,Marzec kojarzy się z wiosennymi promieniami słońca.
1604,78,KD0,surprised,Moim ulubionym sosem do pizzy jest sos czosnkowy.
1605,79,KD0,surprised,Mleko jest źródłem wapnia i innych składników odżywczych.
1606,8,KD0,surprised,Moja ciocia jest bardzo pomocna.
1607,80,KD0,surprised,Do dzisiejszego obiadu potrzebuję małego garnczka.
1608,81,KD0,surprised,W lipcu wyjeżdżam z rodziną na wakacje nad morze.
1609,82,KD0,surprised,Czerwiec skojarzy się z zakończeniem roku szkolnego.
1610,83,KD0,surprised,Ten żrebak jest wychowany zgodnie z najlepszymi standardami
1611,84,KD0,surprised,Kontrświadczenie za udzieloną pożyczkę było bardzo wysokie.
1612,85,KD0,surprised,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
1613,86,KD0,surprised,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
1614,87,KD0,surprised,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.
1615,88,KD0,surprised,Jabuko jest bogatym źródłem witamin i składników odżywczych.
1616,89,KD0,surprised,Dopełniać jest jednym z przypadków gramatycznych w języku polskim.
1617,9,KD0,surprised,Piłka nożna to moja pasja.
1618,90,KD0,surprised,Horał gregoriański jest wykonywany podczas uroczystych nabożeństw.
1619,1,KS0,anger,Lubię czytać przed snem.
1620,10,KS0,anger,Kupiłem nową szafę do sypialni!
1621,11,KS0,anger,Nie zachowuj się jak żigolak.
1622,12,KS0,anger,Mój też zawsze służy radą!
1623,13,KS0,anger,Interesuje mnie historia Polski.
1624,14,KS0,anger,Ten miesiąc minął bardzo szybko.
1625,15,KS0,anger,sporadycznie chodzę na siłownie.
1626,16,KS0,anger,- Racja! - Ten pomysł jest najlepszy!
1627,17,KS0,anger,Chcę przeczytać ten artykuł jeszcze raz.
1628,18,KS0,anger,Kwiecień to czwarty miesiąc w roku.
1629,19,KS0,anger,W wolnym czasie lubię czytać książki.
1630,2,KS0,anger,Nie waźmy się ze sobą.
1631,20,KS0,anger,Zima to czas jeżdżenia na samkach!
1632,21,KS0,anger,Egipcjanie uważali Ibisy za święte.
1633,22,KS0,anger,"Piesek przed rzeki, żeby popływać."
1634,23,KS0,anger,Woda w basenie jest bardzo ciepła.
1635,24,KS0,anger,"Miasto tętni życiem, nawet w nocy!"
1636,25,KS0,anger,Gorzka czekolada jest idealna na deser.
1637,26,KS0,anger,Ten dżin potrafi spełniać życzenia.
1638,27,KS0,anger,W niedzielę szkoła jest zamknięta.
1639,28,KS0,anger,Podczas medytacji można wejść w trans.
1640,29,KS0,anger,W październiku zaczyna się jesień.
1641,3,KS0,anger,- Chodźmy w tango.
1642,30,KS0,anger,Każdy taniec ma swój własny rytm.
1643,31,KS0,anger,Dokarmcie koty wychodząc z domu.
1644,32,KS0,anger,"Pamiętaj, że nadzieja umiera ostatnia."
1645,33,KS0,anger,Po operacji nie mam żadnych blizn.
1646,34,KS0,anger,Pan Janek jest naszym nowym sąsiadem.
1647,35,KS0,anger,"Aby upiec ciasto, muszę kupić mączkę."
1648,36,KS0,anger,Ten pomysł trąci brakiem realizmu.
1649,37,KS0,anger,Relaksujące piosenki poprawiają nastrój.
1650,38,KS0,anger,Ludzmoka to serial telewizyjny.
1651,39,KS0,anger,Shiwa oznacza żąłopę po zmarłym.
1652,4,KS0,anger,Dzieci muszą dużo jeść.
1653,40,KS0,anger,W dzieciństwie uwielbiałem klejdy.
1654,41,KS0,anger,W parku rośnie ogromne drzewo.
1655,42,KS0,anger,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
1656,43,KS0,anger,Niania odegrała w moim życiu ważną rolę.
1657,44,KS0,anger,"Tęsknota to uczucie, które każdy z nas zna."
1658,45,KS0,anger,Postanowiłem wynająć samochód na wakacje.
1659,46,KS0,anger,Żołwica to dawne określenie na siostre męża.
1660,47,KS0,anger,Król był bardzo sprawiedliwym człowiekiem.
1661,48,KS0,anger,Moja dziewczyna świętuje urodziny w sobotę!
1662,49,KS0,anger,"Niektórzy powiedzą, że to państwo z kartonu."
1663,5,KS0,anger,Przestań go juzić!
1664,50,KS0,anger,W muzeum można zobaczyć skelet dinozaura.
1665,51,KS0,anger,Strzelec to znak Zodiaku następujący po skorpionie.
1666,52,KS0,anger,Na złamaną kończynę często zakłada się gips.
1667,53,KS0,anger,"Kittel to strój, który noszą lekarze."
1668,54,KS0,anger,W grudniu często pada śnieg.
1669,55,KS0,anger,Chodzę do szkoły prawie codziennie.
1670,56,KS0,anger,Moje dziecko umie już mówić kilka słów.
1671,57,KS0,anger,"Jedz inaczej, aby polepszyć swoje zdrowie."
1672,58,KS0,anger,Otrzymałem piękną pocztówkę z widokiem na góry.
1673,59,KS0,anger,Kupiłem nowy słownik języka hiszpańskiego.
1674,6,KS0,anger,"Dziunia, nie jesteś moim szefem."
1675,60,KS0,anger,Podczas wakacji udało mi się zobaczyć delfiny.
1676,61,KS0,anger,Zupa pomidorowa - to moje ulubione danie.
1677,62,KS0,anger,Twoje słowo ma dla mnie wielkie znaczenie.
1678,63,KS0,anger,Moja wizja na przyszłość jest jasna i wyraźna.
1679,64,KS0,anger,Uchowy krywać dźwięki o różnej częstotliwości.
1680,65,KS0,anger,Podczas renontu odkryliśmy staro-dawny mur.
1681,66,KS0,anger,Rtęć jest jednym z pierwiastków chemicznych.
1682,67,KS0,anger,Miłość jest jednym z najpiękniejszych uczuć.
1683,68,KS0,anger,Zamek w Malborku jest jednym z najpiękniejszych w Polsce.
1684,69,KS0,anger,Przez most na rzece można szybko dotrzeć do miasta.
1685,7,KS0,anger,Życie jest pełne niespodzianek.
1686,70,KS0,anger,Człowiek zaczyna umierać już w momencie narodzin.
1687,71,KS0,anger,Baza wojskowa jest strategicznym punktem dla armii.
1688,72,KS0,anger,Bastion był kiedyś ważnym elementem obrony miasta.
1689,73,KS0,anger,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.
1690,74,KS0,anger,Ta liczba wydaje się być błędna. Sprawdź jeszcze raz.
1691,75,KS0,anger,Moja teściowa czasem przyjeżdża do nas w weekend.
1692,76,KS0,anger,Woda jest podstawowym składnikiem życia na Ziemi.
1693,77,KS0,anger,Marzec kojarzy się z wiosennymi promieniami słońca.
1694,78,KS0,anger,Moim ulubionym sosem do pizzy jest sos czosnkowy.
1695,79,KS0,anger,Mleko jest źródłem wapnia i innych składników odżywczych.
1696,8,KS0,anger,Moja ciocia jest bardzo pomocna.
1697,80,KS0,anger,Do dzisiejszego obiadu potrzebuję małego garnczka.
1698,81,KS0,anger,W lipcu wyjeżdżam z rodziną na wakacje nad morze.
1699,82,KS0,anger,Czerwiec kojarzy się z zakończeniem roku szkolnego.
1700,83,KS0,anger,Ten zrzebak jest wychowany zgodnie z najlepszymi standardami.
1701,84,KS0,anger,Kontświadczenie za udzieloną pożyczkę było bardzo wysokie.
1702,85,KS0,anger,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
1703,86,KS0,anger,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
1704,87,KS0,anger,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.
1705,88,KS0,anger,Jabłko jest bogatym źródłem witamin i składników odżywczych.
1706,89,KS0,anger,Dopełniacz jest jednym z przypadków gramatycznych w języku polskim.
1707,9,KS0,anger,Piłka nożna to moja pasja.
1708,90,KS0,anger,Horał gregoriański jest wykonywany podczas uroczystych nabożeństw.
1709,1,KS0,fear,Lubię czytać przed snem.
1710,10,KS0,fear,Kupiłem nową szafę do zbielni.
1711,11,KS0,fear,Nie zachowuj się jak żygolak.
1712,12,KS0,fear,Mój test zawsze służy radą.
1713,13,KS0,fear,Interesuje mnie historia Polski.
1714,14,KS0,fear,Ten miesiąc minął bardzo szybko.
1715,15,KS0,fear,Sporadycznie chodzę na siłownie.
1716,16,KS0,fear,"Racja, ten pomysł jest najlepszy."
1717,17,KS0,fear,Chcę przeczytać ten artykuł jeszcze raz.
1718,18,KS0,fear,Kwiecień to czwarty miesiąc w roku.
1719,19,KS0,fear,W wolnym czasie lubię czytać książki.
1720,2,KS0,fear,Nie waśnijmy się ze sobą.
1721,20,KS0,fear,Zima to czas jeżdżenia na sankach!
1722,21,KS0,fear,Egipcjanie uważali ibisy za święte.
1723,22,KS0,fear,"Piesek wszedł do rzeki, żeby popływać."
1724,23,KS0,fear,Woda w basenie jest bardzo ciepła.
1725,24,KS0,fear,"Miasto tętni życiem, nawet w nocy."
1726,25,KS0,fear,Górzka czekolada jest idealna na teśer.
1727,26,KS0,fear,Ten dżin potrafi spełniać życzenia.
1728,27,KS0,fear,W niedzielę szkoła jest zamknięta.
1729,28,KS0,fear,Podczas medytacji można wejść w trans.
1730,29,KS0,fear,W październiku zaczyna się jesień.
1731,3,KS0,fear,Chodźmy w tango.
1732,30,KS0,fear,Każdy taniec ma swój własny rytm.
1733,31,KS0,fear,Dokarmcie koty wychodząc z domu.
1734,32,KS0,fear,"Pamiętaj, że nadzieja umiera ostatnia."
1735,33,KS0,fear,Po operacji nie mam żadnych blizn.
1736,34,KS0,fear,Pan Janek jest naszym nowym sąsiadem.
1737,35,KS0,fear,"Aby upiec ciasto, muszę kupić mączkę."
1738,36,KS0,fear,Ten pomysł trąci brakiem realizmu.
1739,37,KS0,fear,Relaksujące piosenki poprawiają nastrój.
1740,38,KS0,fear,Ród Smoka to serial telewizyjny.
1741,39,KS0,fear,Śliwa oznacza żałobę po zmarłym.
1742,4,KS0,fear,Dzieci muszą dużo jeść.
1743,40,KS0,fear,W dzieciństwie uwielbiałem klejdy.
1744,41,KS0,fear,W parku rośnie ogromne drzewo.
1745,42,KS0,fear,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
1746,43,KS0,fear,Niania odegrała w moim życiu ważną rolę.
1747,44,KS0,fear,"Tęsknota to uczucie, które każdy z nas zna."
1748,45,KS0,fear,Podstąpiłem wynająć samochód na wakacje.
1749,46,KS0,fear,Żółwica - to dawne określenie na siostra męża.
1750,47,KS0,fear,Król był bardzo sprawiedliwym człowiekiem.
1751,48,KS0,fear,Moja dziewczyna świętuje urodziny w sobotę?
1752,49,KS0,fear,"Niektórzy powiedzą, że to państwo z kartonu."
1753,5,KS0,fear,Przestań go jeudzić!
1754,50,KS0,fear,W muzeum można zobaczyć szkielet dinozaura.
1755,51,KS0,fear,Strzelec to znak Zodiaku występujący po skorpionie.
1756,52,KS0,fear,Na złamaną kończynę często zakłada się gips.
1757,53,KS0,fear,"Kity to strój, który noszą lekarze."
1758,54,KS0,fear,W grudniu często pana śnieg.
1759,55,KS0,fear,Chodzę do szkoły prawie codziennie.
1760,56,KS0,fear,Moje dziecko umie już mówić kilka słów.
1761,57,KS0,fear,"Jedz inaczej, aby polepszyć swoje zdrowie."
1762,58,KS0,fear,Otrzymałem piękną pocztówkę z widokiem na góry.
1763,59,KS0,fear,Kupiłem nowy słownik języka hiszpańskiego.
1764,6,KS0,fear,"- Dziunia, nie jesteś moim szefem!"
1765,60,KS0,fear,Podczas wakacji udało mi się zobaczyć delfinę.
1766,61,KS0,fear,"Złapa pomidorowa, to moje ulubione danie."
1767,62,KS0,fear,Twoje słowo ma dla mnie wielkie znaczenie.
1768,63,KS0,fear,Moja wizja na przyszłość jest jasna i wyraźna!
1769,64,KS0,fear,"Ucho, ukrywać dźwięki w różnych częstotliwościach."
1770,65,KS0,fear,Podczas remontu odkryliśmy staro-dawny mur.
1771,66,KS0,fear,Rtęć jest jednym z pierwiastków chemicznych.
1772,67,KS0,fear,Miłość jest jednym z najpiękniejszych uczuć.
1773,68,KS0,fear,Zamek w Malburku jest jednym z najpiękniejszych w Polsce.
1774,69,KS0,fear,Przez most na rzece można szybko dotrzeć do miasta.
1775,7,KS0,fear,Życie jest pełne niespodzianek!
1776,70,KS0,fear,Człowiek zaczyna umierać już w momencie narodzin.
1777,71,KS0,fear,Baza wojskowa jest strategicznym punktem dla armii.
1778,72,KS0,fear,Bastion był kiedyś ważnym elementem obrony miasta.
1779,73,KS0,fear,Zawsze stawiam przed żarownikami właściwy rodzajnik.
1780,74,KS0,fear,Ta liczba wydaje się być błędna. Sprawdź jeszcze raz.
1781,75,KS0,fear,Ja też ciągle czasem przyjeżdżam do nas w weekend.
1782,76,KS0,fear,Woda jest podstawowym składnikiem życia na Ziemi.
1783,77,KS0,fear,Marzec kojarzy się z wiosennnymi promieniami słońca.
1784,78,KS0,fear,Mój ulubionym sosem do pizzy jest sos szacunkowy.
1785,79,KS0,fear,Mleko jest źródłem wapnia i innych składników odżywczych.
1786,8,KS0,fear,Moja ciocia jest bardzo pomocna.
1787,80,KS0,fear,Do dzisiejszego obiadu potrzebuję małego karmczka.
1788,81,KS0,fear,W lipcu wyjeżdżam z rodziną na wakacje nad morze.
1789,82,KS0,fear,Czerwiec kojarzy się z zakończeniem roku szkolnego.
1790,83,KS0,fear,Ten żrebak jest wychowany zgodnie z najlepszymi standardami.
1791,84,KS0,fear,Kontur świadczenia za udzieloną pożyczkę było bardzo wysokie.
1792,85,KS0,fear,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
1793,86,KS0,fear,Myślimy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
1794,87,KS0,fear,Na targach myślniczych można zobaczyć wiele unikatowych produktów.
1795,88,KS0,fear,I jabłko jest bogatym źródłem witamin i składników odżywczych.
1796,89,KS0,fear,Dopełniacz jest jednym z przypadków gramatycznych w języku polskim.
1797,9,KS0,fear,Piłka nożna - to moja pasja.
1798,90,KS0,fear,Orał gregoriański jest wykonywany podczas uroczystych nabożeństw.
1799,1,KS0,happiness,Lubię czytać przed snem.
1800,10,KS0,happiness,Kupiłem nową szafę do sypialni.
1801,11,KS0,happiness,Nie zachowuj się jak żigolek.
1802,12,KS0,happiness,Mój test zawsze służy pomocą.
1803,13,KS0,happiness,Interesuje mnie historia Polski.
1804,14,KS0,happiness,Ten miesiąc minął bardzo szybko.
1805,15,KS0,happiness,sporadycznie chodzę na siłownie.
1806,16,KS0,happiness,"Razja, ten pomysł jest najlepszy."
1807,17,KS0,happiness,Chcę przeczytać ten artykuł jeszcze raz.
1808,18,KS0,happiness,Kwiecień to czwarty miesiąc w roku.
1809,19,KS0,happiness,W wolnym czasie lubię czytać książki!
1810,2,KS0,happiness,Nie waźmy się ze sobą!
1811,20,KS0,happiness,Zima to czas jeżdżenia na samkach.
1812,21,KS0,happiness,Egipcjanie uważali Ibisy za święte.
1813,22,KS0,happiness,"Piecek wszedł do rzeki, żeby popływać."
1814,23,KS0,happiness,Woda w basenie jest bardzo ciepła.
1815,24,KS0,happiness,"Miasto tętni życiem, nawet w nocy!"
1816,25,KS0,happiness,Gorzka czekolada jest idealna na deser.
1817,26,KS0,happiness,Ten dżin potrafi spełniać życzenia.
1818,27,KS0,happiness,"Niedzielę, szkoła jest zamknięta!"
1819,28,KS0,happiness,Podczas medytacji można wejść w trans.
1820,29,KS0,happiness,W październiku zaczyna się jesień.
1821,3,KS0,happiness,Chodźmy w tango.
1822,30,KS0,happiness,Każdy taniec ma swój własny rytm.
1823,31,KS0,happiness,"Dokarmcie koty, wychodząc z domu!"
1824,32,KS0,happiness,"Pamiętaj, że nadzieja umiera ostatnia!"
1825,33,KS0,happiness,Po operacji nie mam żadnych blizn!
1826,34,KS0,happiness,Pan Janek jest naszym nowym sąsiadem!
1827,35,KS0,happiness,"Aby upiec ciasto, muszę kupić małączkę."
1828,36,KS0,happiness,Ten pomysł trąci brakiem realizmu.
1829,37,KS0,happiness,Relaksujące piosenki poprawiają nastrój.
1830,38,KS0,happiness,Rut Smoka - to serial telewizyjny.
1831,39,KS0,happiness,Świwa oznacza żałobę po zmarłym.
1832,4,KS0,happiness,Dzieci muszą dużo jeść.
1833,40,KS0,happiness,W dzieciństwie uwielbiałem klehdy.
1834,41,KS0,happiness,W parku rośnie ogromne drzewo.
1835,42,KS0,happiness,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
1836,43,KS0,happiness,Miania odegrała w moim życiu ważną rolę.
1837,44,KS0,happiness,"Tęsknota to uczucie, które każdy z nas zna."
1838,45,KS0,happiness,Postanowiłem wynająć samochód na wakacje.
1839,46,KS0,happiness,Żółwica to dawne określenie na siostrę męża.
1840,47,KS0,happiness,Król był bardzo sprawiedliwym człowiekiem.
1841,48,KS0,happiness,Moja dziewczyna świętuje urodziny w sobotę.
1842,49,KS0,happiness,"Niektórzy powiedzą, że to państwo z kartonu."
1843,5,KS0,happiness,Przestań go jeździć.
1844,50,KS0,happiness,W muzeum można zobaczyć szkielet dinozaura.
1845,51,KS0,happiness,Strzelec to znak Zodiaku następujący po skorpionie.
1846,52,KS0,happiness,Na złamaną kończynę często zakłada się gips.
1847,53,KS0,happiness,"Kittel to strój, który noszą lekarze."
1848,54,KS0,happiness,W grudniu często pada śnieg.
1849,55,KS0,happiness,Chodzę do szkoły prawie codziennie.
1850,56,KS0,happiness,Moje dziecko umie już mówić kilka słów.
1851,57,KS0,happiness,"Jedz inaczej, aby polepszyć swoje zdrowie."
1852,58,KS0,happiness,Otrzymałem piękną pocztówkę z widokiem na góry.
1853,59,KS0,happiness,Kupiłem nowy słownik języka hiszpańskiego.
1854,6,KS0,happiness,Dziunia! Nie jesteś moim szefem!
1855,60,KS0,happiness,Podczas wakacji udało mi się zobaczyć delfiny.
1856,61,KS0,happiness,Zupa pomidorowa - to moje ulubione danie.
1857,62,KS0,happiness,Twoje słowo ma dla mnie wielkie znaczenie.
1858,63,KS0,happiness,Moja wizja na przyszłość jest jasna i wyraźna.
1859,64,KS0,happiness,Ucho wykrywać dźwięki o różnej częstotliwości.
1860,65,KS0,happiness,Podczas remontu odkryliśmy staro-dawny mur.
1861,66,KS0,happiness,Retęć jest jednym z pierwiastków chemicznych.
1862,67,KS0,happiness,Miłość jest jednym z najpiękniejszych uczuć.
1863,68,KS0,happiness,Zamek w Malborku jest jednym z najpiękniejszych w Polsce
1864,69,KS0,happiness,Przez most na rzece można szybko dotrzeć do miasta.
1865,7,KS0,happiness,Życie jest pełne niespodzianek.
1866,70,KS0,happiness,Człowiek zaczyna umierać już w momencie narodzin.
1867,71,KS0,happiness,Baza wojskowa jest strategicznym punktem we armii.
1868,72,KS0,happiness,Bastian był kiedyś ważnym elementem obrony miasta.
1869,73,KS0,happiness,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.
1870,74,KS0,happiness,Ta liczba wydaje się być błędna. Sprawdź jeszcze raz.
1871,75,KS0,happiness,Moja teściowa czasem przyjeżdża do nas w weekend.
1872,76,KS0,happiness,Woda jest podstawowym składnikiem życia na Ziemi
1873,77,KS0,happiness,Marzec kojarzy się z wiosennnymi promieniami słońca.
1874,78,KS0,happiness,Moim ulubionym zasem do pizzy jest sos sosnosznykowy.
1875,79,KS0,happiness,Mleko jest źródłem wapnia i innych składników odżywczych.
1876,8,KS0,happiness,Moja ciocia jest bardzo pomocna.
1877,80,KS0,happiness,Do dzisiejszego obiadu potrzebuje małego garnczka.
1878,81,KS0,happiness,W lipcu wyjeżdżam z rodziną na wakacje nad morze.
1879,82,KS0,happiness,Czerwiec kojarzy się z kończeniem roku szkolnego.
1880,83,KS0,happiness,Ten zrzebak jest wychowany zgodnie z najlepszymi standardami
1881,84,KS0,happiness,Kontwierdzczenie za udzieloną pożyczkę było bardzo wysokie
1882,85,KS0,happiness,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
1883,86,KS0,happiness,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
1884,87,KS0,happiness,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów
